0.4452496	0.5547504	0.0	1.0
0.45538443	0.54461557	1.0	0.0
0.49161893	0.50838107	1.0	0.0
0.48192614	0.51807386	0.0	1.0
0.4639335	0.53606653	1.0	0.0
0.4307944	0.5692056	0.0	1.0
0.4728789	0.52712107	1.0	0.0
0.40503773	0.59496224	0.0	1.0
0.46834007	0.5316599	0.0	1.0
0.41976586	0.58023417	0.0	1.0
0.42587936	0.57412064	1.0	0.0
0.4321579	0.5678421	1.0	0.0
0.4580036	0.54199636	1.0	0.0
0.43770656	0.56229347	0.0	1.0
0.42230254	0.57769746	0.0	1.0
0.40025342	0.5997466	0.0	1.0
0.46428502	0.535715	1.0	0.0
0.4749279	0.52507216	0.0	1.0
0.44009143	0.5599086	1.0	0.0
0.42017245	0.5798276	1.0	0.0
0.4025099	0.5974901	1.0	0.0
0.4517479	0.5482521	0.0	1.0
0.4816911	0.51830894	1.0	0.0
0.49046257	0.50953746	1.0	0.0
0.48195156	0.5180484	0.0	1.0
0.47255096	0.527449	0.0	1.0
0.49658406	0.50341594	0.0	1.0
0.4977462	0.50225383	1.0	0.0
0.49428993	0.5057101	1.0	0.0
0.43736032	0.5626397	1.0	0.0
0.4768744	0.5231256	1.0	0.0
0.48623943	0.51376057	1.0	0.0
0.48138553	0.5186145	0.0	1.0
0.43422884	0.56577116	0.0	1.0
0.44177645	0.55822355	0.0	1.0
0.4091801	0.59081995	0.0	1.0
0.48465884	0.51534116	1.0	0.0
0.28088516	0.7191148	0.0	1.0
0.46885052	0.5311495	1.0	0.0
0.47140345	0.5285966	0.0	1.0
0.41382298	0.586177	0.0	1.0
0.4766786	0.52332133	1.0	0.0
0.42792684	0.57207316	0.0	1.0
0.4077506	0.59224933	0.0	1.0
0.4905464	0.5094536	1.0	0.0
0.43237677	0.56762326	1.0	0.0
0.41217935	0.58782065	1.0	0.0
0.43786466	0.56213534	0.0	1.0
0.4401823	0.55981773	1.0	0.0
0.2808964	0.7191036	0.0	1.0
