0.4330993	0.56690073	0.0	1.0
0.42766613	0.5723339	1.0	0.0
0.40513662	0.59486336	0.0	1.0
0.49714088	0.5028591	1.0	0.0
0.46322393	0.53677607	1.0	0.0
0.40307456	0.5969255	1.0	0.0
0.45600128	0.5439987	1.0	0.0
0.4739873	0.52601266	1.0	0.0
0.4029645	0.5970355	0.0	1.0
0.4242947	0.57570535	1.0	0.0
0.48791614	0.5120838	1.0	0.0
0.39662054	0.6033795	0.0	1.0
0.4148703	0.58512974	1.0	0.0
0.40508127	0.5949187	1.0	0.0
0.47733003	0.52267	1.0	0.0
0.47768658	0.5223134	1.0	0.0
0.46345893	0.53654104	0.0	1.0
0.43192294	0.568077	0.0	1.0
0.477424	0.522576	0.0	1.0
0.45475358	0.5452465	1.0	0.0
0.45502654	0.5449735	1.0	0.0
0.48491278	0.51508725	1.0	0.0
0.4547607	0.54523927	1.0	0.0
0.43209186	0.56790817	1.0	0.0
0.47186172	0.5281383	0.0	1.0
0.47485942	0.5251406	1.0	0.0
0.41375118	0.58624876	0.0	1.0
0.42604387	0.57395613	0.0	1.0
0.4011223	0.59887767	0.0	1.0
0.40168786	0.59831214	1.0	0.0
0.47854182	0.52145815	0.0	1.0
0.4419904	0.5580096	0.0	1.0
0.2550581	0.7449419	0.0	1.0
0.39886725	0.60113275	0.0	1.0
0.4708683	0.5291317	0.0	1.0
0.47726846	0.5227315	0.0	1.0
0.48118514	0.51881486	0.0	1.0
0.459333	0.54066694	0.0	1.0
0.4287048	0.5712952	0.0	1.0
0.4193707	0.5806293	1.0	0.0
